access,author,category,consortium,id,MRB-filename,LDHub-filename,mr,ncase,ncontrol,note,nsnp,path,pmid,population,priority,sample_size,sd,sex,subcategory,trait,unit,year
public,Shin,Metabolites,NA,304,M00054.metal.pos.txt.gz.tab,M00054.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545641,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7804,0.067101494,Males and females,Amino acid,Tryptophan,log10 units,2014
public,Shin,Metabolites,NA,305,M00059.metal.pos.txt.gz.tab,M00059.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545665,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7804,0.05705308,Males and females,Amino acid,Histidine,log10 units,2014
public,Shin,Metabolites,NA,306,M00060.metal.pos.txt.gz.tab,M00060.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545655,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7799,0.069058287,Males and females,Amino acid,Leucine,log10 units,2014
public,Shin,Metabolites,NA,307,M00063.metal.pos.txt.gz.tab,M00063.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545608,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7813,0.09395791,Males and females,Lipid,Cholesterol,log10 units,2014
public,Shin,Metabolites,NA,308,M00064.metal.pos.txt.gz.tab,M00064.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545599,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7803,0.056117786,Males and females,Amino acid,Phenylalanine,log10 units,2014
public,Shin,Metabolites,NA,309,M00513.metal.pos.txt.gz.tab,M00513.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545671,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7810,0.078003037,Males and females,Amino acid,Creatinine,log10 units,2014
public,Liu,Disease,IIBDGC,31,EUR.IBD.gwas.assoc.gz.tab,EUR.IBD.gwas.assoc.gz.tab.sumstats.gz,1,12882,21770,NA,12716084,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,European,1,34652,NA,Males and females,Autoimmune / inflammatory,Inflammatory bowel disease,log odds,2015
public,Shin,Metabolites,NA,310,M00527.metal.pos.txt.gz.tab,M00527.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545582,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7814,0.118465881,Males and females,Carbohydrate,Lactate,log10 units,2014
public,Shin,Metabolites,NA,311,M00542.metal.pos.txt.gz.tab,M00542.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545615,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7820,0.389157474,Males and females,Lipid,3-hydroxybutyrate (BHBA),log10 units,2014
public,Shin,Metabolites,NA,312,M00575.metal.pos.txt.gz.tab,M00575.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545100,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5889,0.168878247,Males and females,Carbohydrate,Arabinose,log10 units,2014
public,Shin,Metabolites,NA,313,M00577.metal.pos.txt.gz.tab,M00577.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545462,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7781,0.205773807,Males and females,Carbohydrate,Fructose,log10 units,2014
public,Shin,Metabolites,NA,314,M00584.metal.pos.txt.gz.tab,M00584.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545645,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7793,0.125488532,Males and females,Carbohydrate,Mannose,log10 units,2014
public,Shin,Metabolites,NA,315,M00599.metal.pos.txt.gz.tab,M00599.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545596,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7682,0.204841509,Males and females,Carbohydrate,Pyruvate,log10 units,2014
public,Shin,Metabolites,NA,316,M00606.metal.pos.txt.gz.tab,M00606.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545676,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7800,0.080584202,Males and females,Nucleotide,Uridine,log10 units,2014
public,Shin,Metabolites,NA,317,M01105.metal.pos.txt.gz.tab,M01105.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545642,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7780,0.133458142,Males and females,Fatty acid,Linoleate (18:2n6),log10 units,2014
public,Shin,Metabolites,NA,318,M01107.metal.pos.txt.gz.tab,M01107.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2542981,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5705,0.20821277,Males and females,Nucleotide,Allantoin,log10 units,2014
public,Shin,Metabolites,NA,319,M01110.metal.pos.txt.gz.tab,M01110.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545690,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7816,0.119155972,Males and females,Fatty acid,Arachidonate (20:4n6),log10 units,2014
public,Liu,Disease,IIBDGC,32,EUR.UC.gwas.assoc.gz.tab,EUR.UC.gwas.assoc.gz.tab.sumstats.gz,1,6968,20464,NA,12255197,/projects/MRC-IEU/publicdata/GWAS_summary_data/IBD,26192919,European,1,27432,NA,Males and females,Autoimmune / inflammatory,Ulcerative colitis,log odds,2015
public,Shin,Metabolites,NA,320,M01114.metal.pos.txt.gz.tab,M01114.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2546027,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5194,0.314883667,Males and females,Lipid,Deoxycholate,log10 units,2014
public,Shin,Metabolites,NA,321,M01121.metal.pos.txt.gz.tab,M01121.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545661,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7796,0.16621793,Males and females,Fatty acid,Margarate (17:0),log10 units,2014
public,Shin,Metabolites,NA,322,M01123.metal.pos.txt.gz.tab,M01123.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545601,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,2675,0.381968471,Males and females,Nucleotide,Inosine,log10 units,2014
public,Shin,Metabolites,NA,323,M01125.metal.pos.txt.gz.tab,M01125.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545655,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7801,0.076829416,Males and females,Amino acid,Isoleucine,log10 units,2014
public,Shin,Metabolites,NA,324,M01284.metal.pos.txt.gz.tab,M01284.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545896,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6020,0.116675454,Males and females,Amino acid,Threonine,log10 units,2014
public,Shin,Metabolites,NA,325,M01299.metal.pos.txt.gz.tab,M01299.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545613,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7807,0.088617469,Males and females,Amino acid,Tyrosine,log10 units,2014
public,Shin,Metabolites,NA,326,M01301.metal.pos.txt.gz.tab,M01301.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545686,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7812,0.084879444,Males and females,Amino acid,Lysine,log10 units,2014
public,Shin,Metabolites,NA,327,M01302.metal.pos.txt.gz.tab,M01302.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545691,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7795,0.071195636,Males and females,Amino acid,Methionine,log10 units,2014
public,Shin,Metabolites,NA,328,M01303.metal.pos.txt.gz.tab,M01303.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545374,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7384,0.142386455,Males and females,Energy,Malate,log10 units,2014
public,Shin,Metabolites,NA,329,M01336.metal.pos.txt.gz.tab,M01336.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545680,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7800,0.110022958,Males and females,Fatty acid,Palmitate (16:0),log10 units,2014
public,Shin,Metabolites,NA,330,M01356.metal.pos.txt.gz.tab,M01356.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545571,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7783,0.143906656,Males and females,Fatty acid,Nonadecanoate (19:0),log10 units,2014
public,Shin,Metabolites,NA,331,M01358.metal.pos.txt.gz.tab,M01358.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545698,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7803,0.10720202,Males and females,Fatty acid,Stearate (18:0),log10 units,2014
public,Shin,Metabolites,NA,332,M01359.metal.pos.txt.gz.tab,M01359.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545670,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7768,0.133492983,Males and females,Fatty acid,Oleate (18:1n9),log10 units,2014
public,Shin,Metabolites,NA,333,M01361.metal.pos.txt.gz.tab,M01361.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545826,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7502,0.137187975,Males and females,Fatty acid,Pentadecanoate (15:0),log10 units,2014
public,Shin,Metabolites,NA,334,M01365.metal.pos.txt.gz.tab,M01365.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545661,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7811,0.140218024,Males and females,Fatty acid,Myristate (14:0),log10 units,2014
public,Shin,Metabolites,NA,335,M01444.metal.pos.txt.gz.tab,M01444.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545476,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7792,0.214133707,Males and females,Amino acid,Pipecolate,log10 units,2014
public,Shin,Metabolites,NA,336,M01493.metal.pos.txt.gz.tab,M01493.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545669,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7746,0.131288386,Males and females,Amino acid,Ornithine,log10 units,2014
public,Shin,Metabolites,NA,337,M01494.metal.pos.txt.gz.tab,M01494.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545584,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7802,0.100777409,Males and females,Amino acid,5-oxoproline,log10 units,2014
public,Shin,Metabolites,NA,338,M01508.metal.pos.txt.gz.tab,M01508.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545928,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7604,0.152918963,Males and females,Cofactors and vitamins,Pantothenate,log10 units,2014
public,Shin,Metabolites,NA,339,M01558.metal.pos.txt.gz.tab,M01558.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545566,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6930,0.10381146,Males and females,Amino acid,4-acetamidobutanoate,log10 units,2014
public,Shin,Metabolites,NA,340,M01561.metal.pos.txt.gz.tab,M01561.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545636,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7725,0.177730539,Males and females,Cofactors and vitamins,Alpha-tocopherol,log10 units,2014
public,Shin,Metabolites,NA,341,M01564.metal.pos.txt.gz.tab,M01564.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545557,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7813,0.110731725,Males and females,Energy,Citrate,log10 units,2014
public,Shin,Metabolites,NA,342,M01572.metal.pos.txt.gz.tab,M01572.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545821,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7778,0.131902946,Males and females,Carbohydrate,Glycerate,log10 units,2014
public,Shin,Metabolites,NA,343,M01573.metal.pos.txt.gz.tab,M01573.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545643,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,2343,0.237106718,Males and females,Nucleotide,Guanosine,log10 units,2014
public,Shin,Metabolites,NA,344,M01585.metal.pos.txt.gz.tab,M01585.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2546012,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7720,0.080013556,Males and females,Amino acid,N-acetylalanine,log10 units,2014
public,Shin,Metabolites,NA,345,M01604.metal.pos.txt.gz.tab,M01604.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545644,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7819,0.086959786,Males and females,Nucleotide,Urate,log10 units,2014
public,Shin,Metabolites,NA,346,M01605.metal.pos.txt.gz.tab,M01605.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2543395,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5477,0.301369321,Males and females,Lipid,Ursodeoxycholate,log10 units,2014
public,Shin,Metabolites,NA,347,M01638.metal.pos.txt.gz.tab,M01638.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545579,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7528,0.148375451,Males and females,Amino acid,Arginine,log10 units,2014
public,Shin,Metabolites,NA,348,M01640.metal.pos.txt.gz.tab,M01640.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545101,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,2085,0.341135935,Males and females,Cofactors and vitamins,Ascorbate (Vitamin C),log10 units,2014
public,Shin,Metabolites,NA,349,M01644.metal.pos.txt.gz.tab,M01644.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545680,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7802,0.12093427,Males and females,Fatty acid,Heptanoate (7:0),log10 units,2014
public,Shin,Metabolites,NA,350,M01645.metal.pos.txt.gz.tab,M01645.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545672,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7793,0.109650784,Males and females,Fatty acid,Laurate (12:0),log10 units,2014
public,Shin,Metabolites,NA,351,M01649.metal.pos.txt.gz.tab,M01649.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545654,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7808,0.063261642,Males and females,Amino acid,Valine,log10 units,2014
public,Shin,Metabolites,NA,352,M01670.metal.pos.txt.gz.tab,M01670.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545595,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7796,0.134246217,Males and females,Amino acid,Urea,log10 units,2014
public,Shin,Metabolites,NA,353,M01712.metal.pos.txt.gz.tab,M01712.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545612,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7795,0.174540273,Males and females,Lipid,Cortisol,log10 units,2014
public,Shin,Metabolites,NA,354,M01769.metal.pos.txt.gz.tab,M01769.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545383,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7575,0.110202837,Males and females,Lipid,Cortisone,log10 units,2014
public,Shin,Metabolites,NA,355,M01898.metal.pos.txt.gz.tab,M01898.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545669,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7816,0.109557641,Males and females,Amino acid,Proline,log10 units,2014
public,Shin,Metabolites,NA,356,M02132.metal.pos.txt.gz.tab,M02132.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545760,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7773,0.107779196,Males and females,Amino acid,Citrulline,log10 units,2014
public,Shin,Metabolites,NA,357,M02137.metal.pos.txt.gz.tab,M02137.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544635,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6686,0.197007031,Males and females,Cofactors and vitamins,Biliverdin,log10 units,2014
public,Shin,Metabolites,NA,358,M02342.metal.pos.txt.gz.tab,M02342.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545835,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6139,0.180099126,Males and females,Amino acid,Serotonin (5HT),log10 units,2014
public,Shin,Metabolites,NA,359,M02730.metal.pos.txt.gz.tab,M02730.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545682,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7662,0.125581957,Males and females,Peptide,Gamma-glutamylglutamine,log10 units,2014
public,Shin,Metabolites,NA,360,M02734.metal.pos.txt.gz.tab,M02734.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545559,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7468,0.111844015,Males and females,Peptide,Gamma-glutamyltyrosine,log10 units,2014
public,Shin,Metabolites,NA,361,M03127.metal.pos.txt.gz.tab,M03127.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545756,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7287,0.148725384,Males and females,Nucleotide,Hypoxanthine,log10 units,2014
public,Shin,Metabolites,NA,362,M03141.metal.pos.txt.gz.tab,M03141.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545684,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7806,0.120033574,Males and females,Amino acid,Betaine,log10 units,2014
public,Shin,Metabolites,NA,363,M03147.metal.pos.txt.gz.tab,M03147.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545938,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6845,0.162362501,Males and females,Nucleotide,Xanthine,log10 units,2014
public,Shin,Metabolites,NA,364,M11438.metal.pos.txt.gz.tab,M11438.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545586,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7789,0.061965103,Males and females,Energy,Phosphate,log10 units,2014
public,Shin,Metabolites,NA,365,M12017.metal.pos.txt.gz.tab,M12017.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544787,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5997,0.133616145,Males and females,Amino acid,3-methoxytyrosine,log10 units,2014
public,Shin,Metabolites,NA,366,M12035.metal.pos.txt.gz.tab,M12035.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545686,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7803,0.117236072,Males and females,Fatty acid,Pelargonate (9:0),log10 units,2014
public,Shin,Metabolites,NA,367,M12067.metal.pos.txt.gz.tab,M12067.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545844,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7500,0.083294503,Males and females,Fatty acid,Undecanoate (11:0),log10 units,2014
public,Shin,Metabolites,NA,368,M12129.metal.pos.txt.gz.tab,M12129.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545179,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7283,0.146397919,Males and females,Amino acid,Beta-hydroxyisovalerate,log10 units,2014
public,Shin,Metabolites,NA,369,M12261.metal.pos.txt.gz.tab,M12261.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545263,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,1564,0.273683201,Males and females,Lipid,Taurodeoxycholate,log10 units,2014
public,Shin,Metabolites,NA,370,M12593.metal.pos.txt.gz.tab,M12593.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545738,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7759,0.089544813,Males and females,Unknown metabolite,X-02973,log10 units,2014
public,Shin,Metabolites,NA,371,M12626.metal.pos.txt.gz.tab,M12626.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545669,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7689,0.134073135,Males and females,Unknown metabolite,X-03003,log10 units,2014
public,Shin,Metabolites,NA,372,M12768.metal.pos.txt.gz.tab,M12768.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545577,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7474,0.157475291,Males and females,Unknown metabolite,X-03088,log10 units,2014
public,Shin,Metabolites,NA,373,M12774.metal.pos.txt.gz.tab,M12774.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545572,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7804,0.11971564,Males and females,Unknown metabolite,X-03094,log10 units,2014
public,Shin,Metabolites,NA,374,M15122.metal.pos.txt.gz.tab,M15122.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545492,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7800,0.134547462,Males and females,Lipid,Glycerol,log10 units,2014
public,Shin,Metabolites,NA,375,M15140.metal.pos.txt.gz.tab,M15140.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545666,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7816,0.111013672,Males and females,Amino acid,Kynurenine,log10 units,2014
public,Shin,Metabolites,NA,376,M15335.metal.pos.txt.gz.tab,M15335.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545531,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5917,0.460311889,Males and females,Carbohydrate,Mannitol,log10 units,2014
public,Shin,Metabolites,NA,377,M15365.metal.pos.txt.gz.tab,M15365.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545634,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7781,0.134565839,Males and females,Lipid,Glycerol 3-phosphate (G3P),log10 units,2014
public,Shin,Metabolites,NA,378,M15488.metal.pos.txt.gz.tab,M15488.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545589,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7789,0.091348944,Males and females,Energy,Acetylphosphate,log10 units,2014
public,Shin,Metabolites,NA,379,M15500.metal.pos.txt.gz.tab,M15500.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545563,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7797,0.06531508,Males and females,Lipid,Carnitine,log10 units,2014
public,Shin,Metabolites,NA,380,M15506.metal.pos.txt.gz.tab,M15506.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545597,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7750,0.079551356,Males and females,Lipid,Choline,log10 units,2014
public,Shin,Metabolites,NA,381,M15630.metal.pos.txt.gz.tab,M15630.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545364,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7574,0.221699151,Males and females,Amino acid,N-acetylornithine,log10 units,2014
public,Shin,Metabolites,NA,382,M15650.metal.pos.txt.gz.tab,M15650.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545622,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7813,0.060287497,Males and females,Nucleotide,N1-methyladenosine,log10 units,2014
public,Shin,Metabolites,NA,383,M15676.metal.pos.txt.gz.tab,M15676.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545685,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7779,0.114775383,Males and females,Amino acid,3-methyl-2-oxovalerate,log10 units,2014
public,Shin,Metabolites,NA,384,M15677.metal.pos.txt.gz.tab,M15677.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2543426,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5885,0.405272919,Males and females,Amino acid,3-methylhistidine,log10 units,2014
public,Shin,Metabolites,NA,385,M15749.metal.pos.txt.gz.tab,M15749.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544465,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,6182,0.220586821,Males and females,Amino acid,3-phenylpropionate (hydrocinnamate),log10 units,2014
public,Shin,Metabolites,NA,386,M15958.metal.pos.txt.gz.tab,M15958.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544277,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,4754,0.162780386,Males and females,Amino acid,Phenylacetate,log10 units,2014
public,Shin,Metabolites,NA,387,M15990.metal.pos.txt.gz.tab,M15990.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545468,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7156,0.160818025,Males and females,Lipid,Glycerophosphorylcholine (GPC),log10 units,2014
public,Shin,Metabolites,NA,388,M15996.metal.pos.txt.gz.tab,M15996.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545425,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7721,0.198565893,Males and females,Amino acid,Aspartate,log10 units,2014
public,Shin,Metabolites,NA,389,M16634.metal.pos.txt.gz.tab,M16634.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2545854,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,7502,0.247110786,Males and females,Unknown metabolite,X-04357,log10 units,2014
public,Shin,Metabolites,NA,390,M16816.metal.pos.txt.gz.tab,M16816.metal.pos.txt.gz.tab.sumstats.gz,1,NA,NA,NA,2544637,/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome,24816252,European,1,5007,0.138311011,Males and females,Unknown metabolite,X-04494,log10 units,2014
